catalog_version,variable,subset,primary_global_p,primary_null_n,primary_n_star,n_star_cv_bin_stress,structureless_control_best_global_p,bounded_coord_significant,threshold_other_branch_sig,is_scale_like,verdict_label,reliability_class,reasons
cumulative,M_chirp,cumulative_pa0.5,0.0039960039960039,1000.0,23.12920231681261,1.0589748859897123,0.1596009975062344,True,True,True,PARTIAL,III,"primary global_p=0.003996 < 0.05 | null_n=1000 (ok) | n_star CV=1.059 (UNSTABLE across bin counts) | threshold robustness: ok (other_branch_sig=True, p_astro>=0.9 sig=True) | structureless controls best global_p=0.1596 (do not beat primary) | bounded non-scale coordinate significant: True (coordinate NOT specific to scale vars) | scale-like variable: True"
