scan_id,subset,x_var,y_var,n_events,k_best,delta_chi2,outer_global_p
scan_000,rank_top32_eta_gap_from_equal_mass,log_final_mass_source,final_spin,32,13.02438109527382,108.9453096923208,0.03796203796203796
scan_001,rank_top32_asymmetry_1_minus_q,log_final_mass_source,final_spin,32,13.02438109527382,108.9453096923208,0.03796203796203796
scan_002,rank_top32_eta_gap_from_equal_mass,log_total_mass_source,final_spin,32,12.944861215303828,107.39773846482548,0.03696303696303696
scan_003,rank_top32_asymmetry_1_minus_q,log_total_mass_source,final_spin,32,12.944861215303828,107.39773846482548,0.03696303696303696
scan_004,high_mass_total_mass_source_ge_q0.75_82.1085,log_chirp_mass_source,final_spin,22,0.5,9.587588993593162,0.1888111888111888
scan_005,low_final_spin_final_spin_le_q0.25_0.668474,log_final_mass_source,final_spin,22,72.98237059264817,62.941666673288566,0.15084915084915085
scan_006,rank_top24_eta_gap_from_equal_mass,log_total_mass_source,final_spin,24,13.02438109527382,98.842788702253,0.04595404595404595
scan_007,asymmetric_high_1_minus_q_asymmetry_1_minus_q_ge_q0.75_0.400311,log_final_mass_source,final_spin,22,67.3364591147787,93.0567530355057,0.04495504495504495
scan_008,low_final_spin_final_spin_le_q0.25_0.668474,log_total_mass_source,final_spin,22,15.946736684171045,59.08212991753624,0.17082917082917082
scan_009,rank_top16_asymmetry_1_minus_q,log_total_mass_source,final_spin,16,67.15753938484622,92.69724892798575,0.04595404595404595
scan_010,low_eta_asymmetric_symmetric_mass_ratio_le_q0.25_0.234343,log_final_mass_source,final_spin,22,67.3364591147787,93.0567530355057,0.04495504495504495
scan_011,rank_top24_eta_gap_from_equal_mass,log_final_mass_source,final_spin,24,13.12378094523631,100.69012841010398,0.04495504495504495
scan_012,low_eta_asymmetric_symmetric_mass_ratio_le_q0.25_0.234343,log_total_mass_source,final_spin,22,66.79969992498125,89.94435922684606,0.04395604395604396
scan_013,high_chirp_mass_chirp_mass_source_ge_q0.75_34.5278,log_chirp_mass_source,final_spin,22,0.5,9.587588993593162,0.1888111888111888
scan_014,rank_top24_asymmetry_1_minus_q,log_final_mass_source,final_spin,24,13.12378094523631,100.69012841010398,0.04495504495504495
scan_015,high_eta_gap_eta_gap_from_equal_mass_ge_q0.75_0.0156566,log_final_mass_source,final_spin,22,67.3364591147787,93.0567530355057,0.04495504495504495
scan_016,asymmetric_high_1_minus_q_asymmetry_1_minus_q_ge_q0.75_0.400311,log_total_mass_source,final_spin,22,66.79969992498125,89.94435922684606,0.04395604395604396
scan_017,high_final_mass_final_mass_source_ge_q0.75_78.4023,log_chirp_mass_source,final_spin,22,0.5,9.587588993593162,0.1888111888111888
scan_018,distant_luminosity_distance_ge_q0.75_4054.52,log_final_mass_source,final_spin,22,77.81320330082521,7.845257153531152,0.13986013986013987
scan_019,asymmetric_low_q_mass_ratio_le_q0.25_0.599689,log_total_mass_source,final_spin,22,66.79969992498125,89.94435922684606,0.04395604395604396
scan_020,rank_top32_eta_gap_from_equal_mass,log_chirp_mass_source,final_spin,32,9.08814703675919,66.26999893987744,0.09290709290709291
scan_021,rank_top16_asymmetry_1_minus_q,log_final_mass_source,final_spin,16,67.21717929482371,95.66127365597023,0.04495504495504495
scan_022,rank_top32_asymmetry_1_minus_q,log_chirp_mass_source,final_spin,32,9.08814703675919,66.26999893987744,0.09290709290709291
scan_023,rank_top20_eta_gap_from_equal_mass,log_total_mass_source,final_spin,20,66.83945986496624,92.51918678913088,0.04395604395604396
scan_024,high_eta_gap_eta_gap_from_equal_mass_ge_q0.75_0.0156566,log_total_mass_source,final_spin,22,66.79969992498125,89.94435922684606,0.04395604395604396
scan_025,rank_top24_asymmetry_1_minus_q,log_total_mass_source,final_spin,24,13.02438109527382,98.842788702253,0.04595404595404595
scan_026,rank_top20_asymmetry_1_minus_q,log_total_mass_source,final_spin,20,66.83945986496624,92.51918678913088,0.04395604395604396
scan_027,asymmetric_low_q_mass_ratio_le_q0.25_0.599689,log_final_mass_source,final_spin,22,67.3364591147787,93.0567530355057,0.04495504495504495
scan_028,rank_top20_eta_gap_from_equal_mass,log_final_mass_source,final_spin,20,67.3563390847712,97.6639701801779,0.03996003996003996
scan_029,rank_top16_eta_gap_from_equal_mass,log_total_mass_source,final_spin,16,67.15753938484622,92.69724892798575,0.04595404595404595
scan_030,rank_top20_asymmetry_1_minus_q,log_final_mass_source,final_spin,20,67.3563390847712,97.6639701801779,0.03996003996003996
scan_031,rank_top16_eta_gap_from_equal_mass,log_final_mass_source,final_spin,16,67.21717929482371,95.66127365597023,0.04495504495504495
scan_032,rank_top12_asymmetry_1_minus_q,log_chirp_mass_source,final_spin,12,37.95386346586647,30.224236402675764,0.10789210789210789
scan_033,low_eta_asymmetric_symmetric_mass_ratio_le_q0.25_0.234343,log_chirp_mass_source,final_spin,22,43.95761440360091,65.75969967988942,0.0919080919080919
scan_034,rank_top24_asymmetry_1_minus_q,log_chirp_mass_source,final_spin,24,26.80120030007502,69.59914803682749,0.1018981018981019
scan_035,asymmetric_high_1_minus_q_asymmetry_1_minus_q_ge_q0.75_0.400311,log_chirp_mass_source,final_spin,22,43.95761440360091,65.75969967988942,0.0919080919080919
scan_036,rank_top24_chirp_mass_source,log_final_mass_source,final_spin,24,64.45386346586648,7.818174953838554,0.3336663336663337
scan_037,rank_top24_eta_gap_from_equal_mass,log_chirp_mass_source,final_spin,24,26.80120030007502,69.59914803682749,0.1018981018981019
scan_038,rank_top12_eta_gap_from_equal_mass,log_chirp_mass_source,final_spin,12,37.95386346586647,30.224236402675764,0.10789210789210789
scan_039,rank_top24_total_mass_source,log_final_mass_source,final_spin,24,64.45386346586648,7.818174953838554,0.3336663336663337
scan_040,all_events,log_final_mass_source,final_spin,86,3.0645161290322585,117.50726768467185,0.12087912087912088
scan_041,high_eta_gap_eta_gap_from_equal_mass_ge_q0.75_0.0156566,log_chirp_mass_source,final_spin,22,43.95761440360091,65.75969967988942,0.0919080919080919
scan_042,rank_top24_total_mass_source,log_total_mass_source,final_spin,24,63.87734433608403,7.700153517950838,0.34565434565434566
scan_043,rank_top12_final_spin,log_chirp_mass_source,final_spin,12,56.541635408852216,3.171798461863948,0.34765234765234765
scan_044,asymmetric_low_q_mass_ratio_le_q0.25_0.599689,log_chirp_mass_source,final_spin,22,43.95761440360091,65.75969967988942,0.0919080919080919
scan_045,rank_top24_final_mass_source,log_final_mass_source,final_spin,24,64.45386346586648,7.818174953838554,0.3336663336663337
scan_046,distant_luminosity_distance_ge_q0.75_4054.52,log_total_mass_source,final_spin,22,50.85596399099775,7.1778045714514125,0.2037962037962038
scan_047,rank_top24_final_mass_source,log_total_mass_source,final_spin,24,63.87734433608403,7.700153517950838,0.34565434565434566
