event_key,commonName,catalog_version,GPS,observing_run,source_class,M_chirp,M_total,mass_1_source,mass_2_source,M_final,D_L,redshift,chi_eff,p_astro,far,M_chirp_lower,M_chirp_upper,M_total_lower,M_total_upper,D_L_lower,D_L_upper,is_primary_entry
GW250207_115645-v1,GW250207_115645,O4_Discovery_Papers,1422964623.3,O4b,BBH,28.57,65.9,35.2,30.6,62.7,187.0,0.04,0.0,,1e-05,-0.77,0.44,-1.7,1.0,-52.0,121.0,True
GW250120_042414-v1,GW250120_042414,GWTC-5.0,1421382272.1,O4b,unknown,,,,,,,,,0.89,1.6,,,,,,,True
GW250119_190238-v1,GW250119_190238,GWTC-5.0,1421348576.3,O4b,BBH,9.38,21.64,11.54,9.95,20.56,311.0,0.07,0.09,0.99,1e-05,-0.48,0.14,-1.03,0.55,-68.0,289.0,True
GW250119_025138-v1,GW250119_025138,GWTC-5.0,1421290316.8,O4b,BBH,25.7,59.9,33.8,26.7,57.1,3100.0,0.52,0.06,0.99,1e-05,-2.5,4.0,-5.4,8.8,-1300.0,1100.0,True
GW250118_170523-v1,GW250118_170523,GWTC-5.0,1421255141.2,O4b,BBH,29.0,67.8,38.1,29.6,64.4,1910.0,0.35,0.12,0.99,1e-05,-2.9,3.5,-6.7,7.9,-740.0,800.0,True
GW250118_055802-v1,GW250118_055802,GWTC-5.0,1421215100.5,O4b,BBH,7.36,17.5,10.3,6.9,16.6,940.0,0.19,0.11,0.99,0.0089,-0.63,0.45,-1.6,4.7,-380.0,630.0,True
GW250118_023225-v1,GW250118_023225,GWTC-5.0,1421202763.9,O4b,BBH,31.1,74.0,44.0,31.0,71.0,5800.0,0.88,0.04,0.99,0.0035,-6.0,8.9,-13.0,20.0,-2900.0,3800.0,True
GW250116_051426-v1,GW250116_051426,GWTC-5.0,1421039685.0,O4b,unknown,,,,,,,,,0.63,4.8,,,,,,,True
GW250116_015318-v1,GW250116_015318,GWTC-5.0,1421027616.4,O4b,BBH,23.0,56.0,34.2,21.3,53.0,5200.0,0.8,0.15,0.99,0.12,-5.0,6.9,-11.0,16.0,-2500.0,3900.0,True
GW250114_082203-v1,GW250114_082203,O4_Discovery_Papers,1420878141.2,O4b,BBH,28.6,65.8,33.6,32.2,62.7,403.0,0.09,-0.03,,,-0.5,0.5,-1.2,1.1,-70.0,74.0,False
GW250114_082203-v2,GW250114_082203,GWTC-5.0,1420878141.2,O4b,BBH,28.71,66.0,33.76,32.26,62.9,405.0,0.09,-0.03,0.99,1e-05,-0.51,0.5,-1.2,1.1,-73.0,84.0,True
GW250109_083206-v1,GW250109_083206,GWTC-5.0,1420446744.3,O4b,unknown,,,,,,,,,0.99,1.4,,,,,,,True
GW250109_074552-v1,GW250109_074552,GWTC-5.0,1420443970.4,O4b,BBH,29.6,69.2,39.0,30.2,65.9,2300.0,0.41,0.07,0.95,0.42,-3.8,4.7,-8.6,10.5,-1100.0,1400.0,True
GW250109_010541-v1,GW250109_010541,GWTC-5.0,1420419959.5,O4b,BBH,27.4,64.9,37.5,27.4,62.2,3400.0,0.56,-0.11,0.99,1e-05,-3.9,6.4,-8.6,14.7,-1700.0,1700.0,True
GW250108_152221-v1,GW250108_152221,GWTC-5.0,1420384959.7,O4b,BBH,37.6,90.0,54.0,36.0,86.0,3800.0,0.63,0.05,0.99,0.00015,-5.5,7.7,-13.0,17.0,-1900.0,2400.0,True
GW250105_134047-v1,GW250105_134047,GWTC-5.0,1420119665.7,O4b,unknown,,,,,,,,,0.51,10.0,,,,,,,True
GW250104_015122-v1,GW250104_015122,GWTC-5.0,1419990700.3,O4b,BBH,33.9,80.0,45.8,34.5,76.0,4800.0,0.76,0.11,0.99,1e-05,-5.2,8.1,-11.0,18.0,-2300.0,2500.0,True
GW250101_011205-v1,GW250101_011205,GWTC-5.0,1419729143.0,O4b,BBH,21.5,50.8,30.0,21.1,48.7,3200.0,0.54,-0.05,0.99,0.02,-3.3,4.1,-6.6,9.3,-1500.0,1700.0,True
GW241231_054133-v1,GW241231_054133,GWTC-5.0,1419658911.6,O4b,BBH,8.08,19.6,12.4,7.1,18.7,910.0,0.18,0.08,0.99,1e-05,-0.22,0.43,-1.2,2.0,-330.0,190.0,True
GW241230_233618-v1,GW241230_233618,GWTC-5.0,1419636996.1,O4b,BBH,49.3,116.0,68.0,49.0,112.0,2700.0,0.47,-0.14,0.95,0.48,-9.7,10.8,-18.0,23.0,-1300.0,2100.0,True
GW241230_084504-v1,GW241230_084504,GWTC-5.0,1419583522.5,O4b,BBH,32.4,75.6,42.4,33.5,72.4,2900.0,0.5,-0.14,0.99,1e-05,-4.0,5.7,-8.9,12.9,-1300.0,1400.0,True
GW241229_155844-v1,GW241229_155844,GWTC-5.0,1419523142.7,O4b,BBH,35.0,85.0,52.0,33.0,82.0,6800.0,1.0,0.05,0.99,0.083,-8.5,12.3,-19.0,27.0,-3400.0,5200.0,True
GW241225_082815-v1,GW241225_082815,GWTC-5.0,1419150513.7,O4b,BBH,41.8,98.0,55.7,42.2,94.0,1880.0,0.34,-0.17,0.99,1e-05,-5.2,6.1,-11.0,14.0,-880.0,1080.0,True
GW241225_042553-v1,GW241225_042553,GWTC-5.0,1419135971.2,O4b,BBH,8.65,20.6,12.4,8.1,19.6,660.0,0.14,0.12,0.99,1e-05,-0.26,0.42,-1.1,1.7,-270.0,190.0,True
GW241220_062146-v1,GW241220_062146,GWTC-5.0,1418710924.5,O4b,unknown,,,,,,,,,0.57,9.4,,,,,,,True
GW241219_222607-v1,GW241219_222607,GWTC-5.0,1418682385.3,O4b,unknown,,,,,,,,,0.56,7.900000000000001,,,,,,,True
GW241210_120900-v1,GW241210_120900,GWTC-5.0,1417867758.6,O4b,BBH,26.3,64.0,40.0,23.6,62.0,3600.0,0.59,-0.07,0.97,0.28,-4.9,6.4,-12.0,15.0,-1800.0,3000.0,True
GW241210_060606-v1,GW241210_060606,GWTC-5.0,1417845984.8,O4b,BBH,21.3,50.2,29.0,21.4,47.9,2600.0,0.45,0.04,0.99,1e-05,-2.4,4.1,-5.7,9.4,-1200.0,1200.0,True
GW241210_023335-v1,GW241210_023335,GWTC-5.0,1417833233.2,O4b,unknown,,,,,,,,,0.87,1.9000000000000001,,,,,,,True
GW241201_142737-v1,GW241201_142737,GWTC-5.0,1417098475.1,O4b,unknown,,,,,,,,,0.66,7.6000000000000005,,,,,,,True
GW241201_055758-v1,GW241201_055758,GWTC-5.0,1417067896.6,O4b,BBH,33.5,80.0,47.0,33.0,76.0,7100.0,1.03,0.13,0.92,0.83,-7.5,10.7,-16.0,24.0,-3800.0,4700.0,True
GW241130_110422-v1,GW241130_110422,GWTC-5.0,1416999880.1,O4b,BBH,7.31,17.8,11.1,6.5,17.0,1320.0,0.25,0.04,0.99,0.00055,-0.48,0.64,-1.7,3.4,-570.0,530.0,True
GW241130_034908-v1,GW241130_034908,GWTC-5.0,1416973766.6,O4b,BBH,23.3,54.2,29.9,24.3,51.6,1990.0,0.36,0.05,0.99,1e-05,-2.2,2.9,-5.1,6.7,-930.0,990.0,True
GW241129_140416-v1,GW241129_140416,GWTC-5.0,1416924274.7,O4b,unknown,,,,,,,,,0.51,16.0,,,,,,,True
GW241129_021832-v1,GW241129_021832,GWTC-5.0,1416881930.6,O4b,BBH,22.7,53.3,30.4,23.0,50.6,2550.0,0.45,0.17,0.99,1e-05,-1.7,2.8,-4.2,6.1,-910.0,740.0,True
GW241127_061008-v1,GW241127_061008,GWTC-5.0,1416723026.2,O4b,BBH,30.8,85.3,63.8,20.8,83.0,1080.0,0.21,-0.16,0.99,1e-05,-2.0,3.6,-5.6,6.0,-180.0,220.0,True
GW241125_010116-v1,GW241125_010116,GWTC-5.0,1416531694.8,O4b,BBH,45.0,106.0,60.0,47.0,101.0,4700.0,0.74,0.09,0.99,1.1e-05,-10.0,10.0,-22.0,23.0,-2200.0,3900.0,True
GW241124_024914-v1,GW241124_024914,GWTC-5.0,1416451772.3,O4b,BBH,28.4,70.0,42.0,26.0,67.0,4500.0,0.72,0.04,0.94,0.78,-6.1,8.6,-15.0,26.0,-2300.0,4000.0,True
GW241116_151753-v1,GW241116_151753,GWTC-5.0,1415805491.7,O4b,BBH,34.0,99.0,70.0,24.0,95.0,5700.0,0.87,0.28,0.99,0.0044,-9.6,18.8,-30.0,48.0,-2900.0,5600.0,True
GW241114_235258-v1,GW241114_235258,GWTC-5.0,1415663596.1,O4b,BBH,8.04,19.1,11.3,7.7,18.2,790.0,0.16,0.06,0.99,1e-05,-0.37,0.5,-1.3,2.9,-350.0,300.0,True
GW241114_024711-v1,GW241114_024711,GWTC-5.0,1415587649.8,O4b,BBH,29.2,71.9,47.0,25.0,68.9,2600.0,0.45,0.12,0.99,1e-05,-4.3,4.7,-9.5,9.9,-1000.0,1600.0,True
GW241113_163507-v1,GW241113_163507,GWTC-5.0,1415550925.5,O4b,BBH,14.4,33.9,19.3,14.4,31.7,1360.0,0.26,0.5,0.99,1e-05,-1.1,1.5,-3.0,3.9,-630.0,670.0,True
GW241111_111552-v1,GW241111_111552,GWTC-5.0,1415358970.6,O4b,BBH,19.5,45.4,25.3,20.5,43.2,1550.0,0.29,0.1,0.99,1e-05,-1.6,2.7,-3.7,5.9,-740.0,580.0,True
GW241110_124123-v1,GW241110_124123,O4_Discovery_Papers,1415277701.7,O4b,BBH,9.8,24.9,17.2,7.7,,736.0,,-0.28,,0.00063,-0.4,0.5,,,-267.0,270.0,False
GW241110_124123-v2,GW241110_124123,GWTC-5.0,1415277701.7,O4b,BBH,9.84,24.5,16.4,8.0,23.7,740.0,0.15,-0.31,0.99,0.00063,-0.42,0.5,-2.2,3.5,-260.0,260.0,True
GW241109_115924-v1,GW241109_115924,GWTC-5.0,1415188782.9,O4b,BBH,5.29,12.51,7.3,5.14,11.94,600.0,0.12,0.01,0.99,0.00011999999999999999,-0.2,0.28,-0.68,1.51,-290.0,230.0,True
GW241109_033317-v1,GW241109_033317,GWTC-5.0,1415158416.0,O4b,BBH,31.4,74.0,42.4,31.7,70.0,2700.0,0.46,0.01,0.99,0.0013,-5.2,7.0,-11.0,16.0,-1500.0,2000.0,True
GW241109_005349-v1,GW241109_005349,GWTC-5.0,1415148847.3,O4b,unknown,,,,,,,,,0.56,7.400000000000001,,,,,,,True
GW241106_110932-v1,GW241106_110932,GWTC-5.0,1414926590.1,O4b,unknown,,,,,,,,,0.73,3.8999999999999995,,,,,,,True
GW241102_144729-v1,GW241102_144729,GWTC-5.0,1414594067.7,O4b,BBH,31.5,75.1,44.4,31.0,72.0,3400.0,0.57,-0.09,0.99,1e-05,-4.8,6.5,-9.8,13.6,-1600.0,2000.0,True
GW241102_124058-v1,GW241102_124058,GWTC-5.0,1414586476.8,O4b,BBH,8.12,19.01,10.9,8.0,18.1,390.0,0.08,0.06,0.99,1e-05,-0.09,0.17,-0.47,1.45,-112.0,59.0,True
GW241101_220523-v1,GW241101_220523,GWTC-5.0,1414533941.1,O4b,BBH,23.6,60.2,41.0,19.3,57.7,2200.0,0.39,0.15,0.99,0.00055,-3.1,5.8,-9.2,12.7,-1000.0,1400.0,True
GW241101_034726-v1,GW241101_034726,GWTC-5.0,1414468064.2,O4b,unknown,,,,,,,,,0.87,2.1,,,,,,,True
GW241018_235402-v1,GW241018_235402,GWTC-5.0,1413330860.2,O4b,unknown,,,,,,,,,0.98,1.7999999999999998,,,,,,,True
GW241011_233834-v1,GW241011_233834,O4_Discovery_Papers,1412725132.9,O4b,BBH,9.1,25.5,19.6,5.9,,214.0,,0.49,,1e-05,-0.1,0.1,,,-48.0,44.0,False
GW241011_233834-v2,GW241011_233834,GWTC-5.0,1412725133.0,O4b,BBH,9.09,25.5,19.5,5.96,24.4,212.0,0.05,0.5,0.99,1e-05,-0.08,0.08,-1.5,2.0,-41.0,43.0,True
GW241009_220455-v1,GW241009_220455,GWTC-5.0,1412546713.5,O4b,BBH,25.2,58.9,33.2,25.5,56.0,2900.0,0.5,0.11,0.99,0.023,-5.1,4.0,-10.9,9.3,-1300.0,2200.0,True
GW241009_084816-v1,GW241009_084816,GWTC-5.0,1412498914.8,O4b,BBH,8.78,21.0,12.7,8.1,20.1,1130.0,0.22,-0.05,0.99,1e-05,-0.65,0.67,-1.9,2.3,-480.0,580.0,True
GW241009_022835-v1,GW241009_022835,GWTC-5.0,1412476133.7,O4b,BBH,27.1,64.0,37.1,26.8,61.0,5600.0,0.85,0.09,0.99,0.9699999999999999,-5.6,8.2,-13.0,19.0,-2800.0,3800.0,True
GW241007_082943-v1,GW241007_082943,GWTC-5.0,1412325001.2,O4b,BBH,26.7,63.2,36.6,26.6,60.1,4000.0,0.65,0.11,0.99,0.042,-4.3,6.8,-9.8,15.7,-2000.0,2300.0,True
GW241006_015333-v1,GW241006_015333,GWTC-5.0,1412214831.5,O4b,BBH,19.4,44.9,24.6,20.3,42.7,1850.0,0.34,0.07,0.99,1e-05,-1.3,1.8,-3.0,4.2,-710.0,650.0,True
GW241002_030559-v1,GW241002_030559,GWTC-5.0,1411873577.7,O4b,BBH,28.8,67.2,37.3,29.9,64.2,1460.0,0.28,-0.1,0.99,1e-05,-3.4,3.9,-7.7,8.8,-680.0,950.0,True
GW240930_234614-v1,GW240930_234614,GWTC-5.0,1411775192.9,O4b,BBH,23.9,58.0,35.8,21.9,55.5,3600.0,0.6,0.04,0.98,0.24,-3.7,4.9,-9.2,12.3,-2000.0,2600.0,True
GW240930_123408-v1,GW240930_123408,GWTC-5.0,1411734866.6,O4b,unknown,,,,,,,,,0.81,2.9,,,,,,,True
GW240930_035959-v1,GW240930_035959,GWTC-5.0,1411704018.0,O4b,BBH,14.5,36.8,25.5,11.2,35.5,950.0,0.19,-0.05,0.99,1e-05,-0.98,0.77,-3.4,3.8,-290.0,490.0,True
GW240925_005809-v1,GW240925_005809,O4_Discovery_Papers,1411261108.0,O4b,BBH,6.85,16.1,9.0,7.0,15.3,356.0,0.08,0.02,,1e-05,-0.08,0.22,-0.4,0.7,-162.0,61.0,False
GW240925_005809-v2,GW240925_005809,GWTC-5.0,1411261108.0,O4b,BBH,6.85,16.07,9.02,6.99,15.32,356.0,0.08,0.02,0.99,1e-05,-0.08,0.22,-0.44,0.71,-162.0,61.0,True
GW240925_000956-v1,GW240925_000956,GWTC-5.0,1411258214.3,O4b,unknown,,,,,,,,,0.61,6.5,,,,,,,True
GW240924_000316-v1,GW240924_000316,GWTC-5.0,1411171414.5,O4b,BBH,34.2,80.0,46.0,34.0,76.0,3700.0,0.61,0.1,0.99,2e-05,-6.3,8.4,-14.0,19.0,-1700.0,2600.0,True
GW240923_204006-v1,GW240923_204006,GWTC-5.0,1411159224.1,O4b,BBH,34.1,79.9,46.1,34.9,76.3,4000.0,0.65,0.01,0.99,1e-05,-4.8,7.3,-9.6,16.2,-1900.0,1800.0,True
GW240923_110846-v1,GW240923_110846,GWTC-5.0,1411124944.5,O4b,unknown,,,,,,,,,0.61,8.5,,,,,,,True
GW240923_000715-v1,GW240923_000715,GWTC-5.0,1411085253.3,O4b,unknown,,,,,,,,,0.78,1.6,,,,,,,True
GW240922_142106-v1,GW240922_142106,GWTC-5.0,1411050084.4,O4b,BBH,8.12,19.3,11.5,7.8,18.4,1230.0,0.24,0.07,0.99,1e-05,-0.37,0.63,-1.2,2.2,-500.0,340.0,True
GW240921_201835-v1,GW240921_201835,GWTC-5.0,1410985133.8,O4b,BBH,15.62,44.8,34.9,9.8,43.7,920.0,0.18,,0.99,1e-05,-1.52,0.76,-7.0,7.5,-300.0,760.0,True
GW240920_124024-v1,GW240920_124024,GWTC-5.0,1410871242.9,O4b,BBH,29.8,68.8,37.1,31.9,65.6,1090.0,0.21,-0.04,0.99,1e-05,-1.2,1.7,-2.6,3.7,-320.0,220.0,True
GW240920_073424-v1,GW240920_073424,GWTC-5.0,1410852882.5,O4b,BBH,15.6,38.2,24.7,13.4,36.7,1440.0,0.27,-0.09,0.99,1e-05,-1.3,1.5,-3.9,5.6,-550.0,620.0,True
GW240919_215453-v1,GW240919_215453,GWTC-5.0,1410818111.6,O4b,unknown,,,,,,,,,0.7,5.1,,,,,,,True
GW240919_061559-v1,GW240919_061559,GWTC-5.0,1410761777.2,O4b,BBH,29.0,67.8,38.3,29.6,64.7,1870.0,0.34,-0.02,0.99,1e-05,-2.6,3.2,-5.9,7.0,-740.0,820.0,True
GW240917_130237-v1,GW240917_130237,GWTC-5.0,1410613375.7,O4b,unknown,,,,,,,,,0.85,1.7999999999999998,,,,,,,True
GW240916_184352-v1,GW240916_184352,GWTC-5.0,1410547450.3,O4b,BBH,7.89,18.7,10.7,7.8,17.8,1280.0,0.25,0.05,0.99,0.028,-0.62,0.8,-1.7,2.4,-640.0,630.0,True
GW240915_105151-v1,GW240915_105151,GWTC-5.0,1410432729.1,O4b,BBH,8.07,19.4,11.6,7.5,18.5,630.0,0.13,0.07,0.99,1e-05,-0.32,0.4,-1.3,4.4,-280.0,260.0,True
GW240915_045510-v1,GW240915_045510,GWTC-5.0,1410411328.7,O4b,unknown,,,,,,,,,0.75,3.5,,,,,,,True
GW240915_001357-v1,GW240915_001357,GWTC-5.0,1410394455.7,O4b,BBH,7.95,18.8,10.9,7.7,17.88,920.0,0.18,0.13,0.99,1e-05,-0.21,0.37,-0.87,3.1,-290.0,190.0,True
GW240913_111216-v1,GW240913_111216,GWTC-5.0,1410261154.9,O4b,unknown,,,,,,,,,0.62,6.2,,,,,,,True
GW240910_103535-v1,GW240910_103535,GWTC-5.0,1409999753.5,O4b,BBH,7.16,17.3,10.9,6.3,16.6,740.0,0.15,0.12,0.99,1e-05,-0.19,0.39,-1.1,1.8,-310.0,170.0,True
GW240908_174149-v1,GW240908_174149,GWTC-5.0,1409852527.2,O4b,unknown,,,,,,,,,0.67,3.1,,,,,,,True
GW240908_125134-v1,GW240908_125134,GWTC-5.0,1409835112.3,O4b,BBH,32.5,77.0,45.0,32.0,74.0,4700.0,0.74,-0.09,0.97,0.29,-6.6,8.6,-15.0,19.0,-2300.0,3500.0,True
GW240908_082628-v1,GW240908_082628,GWTC-5.0,1409819206.4,O4b,BBH,28.6,68.0,39.8,27.7,65.0,3100.0,0.53,0.14,0.99,1.2e-05,-5.8,5.6,-14.0,12.0,-1300.0,2600.0,True
GW240907_153833-v1,GW240907_153833,GWTC-5.0,1409758731.8,O4b,BBH,28.3,67.0,38.0,28.3,63.0,4500.0,0.71,0.04,0.99,8e-05,-5.0,6.5,-12.0,14.0,-2100.0,3100.0,True
GW240907_121650-v1,GW240907_121650,GWTC-5.0,1409746628.3,O4b,unknown,,,,,,,,,0.52,6.0,,,,,,,True
GW240907_092521-v1,GW240907_092521,GWTC-5.0,1409736339.4,O4b,unknown,,,,,,,,,0.72,4.0,,,,,,,True
GW240902_143306-v1,GW240902_143306,GWTC-5.0,1409322804.8,O4b,BBH,18.2,42.7,24.4,18.3,40.8,2900.0,0.49,-0.03,0.99,1e-05,-2.6,3.6,-5.8,8.2,-1300.0,1700.0,True
GW240901_195332-v1,GW240901_195332,GWTC-5.0,1409255630.2,O4b,unknown,,,,,,,,,0.62,7.799999999999999,,,,,,,True
GW240830_211120-v1,GW240830_211120,GWTC-5.0,1409087498.4,O4b,BBH,8.33,19.8,11.9,7.8,18.9,1140.0,0.22,0.07,0.99,1e-05,-0.54,0.66,-1.6,2.3,-490.0,500.0,True
GW240828_102340-v1,GW240828_102340,GWTC-5.0,1408875838.5,O4b,unknown,,,,,,,,,0.62,3.8000000000000003,,,,,,,True
GW240825_055146-v1,GW240825_055146,GWTC-5.0,1408600325.0,O4b,BBH,8.77,21.3,13.2,7.9,20.3,1250.0,0.24,0.07,0.99,2e-05,-0.61,0.77,-2.1,3.8,-550.0,530.0,True
GW240824_205609-v1,GW240824_205609,GWTC-5.0,1408568187.3,O4b,BBH,43.0,107.0,70.0,37.0,103.0,5300.0,0.81,0.08,0.96,0.25,-12.0,17.0,-27.0,37.0,-3000.0,5400.0,True
GW240814_145043-v1,GW240814_145043,GWTC-5.0,1407682261.9,O4b,unknown,,,,,,,,,0.74,2.1,,,,,,,True
GW240813_034548-v1,GW240813_034548,GWTC-5.0,1407555966.3,O4b,unknown,,,,,,,,,0.64,19.0,,,,,,,True
GW240807_214559-v1,GW240807_214559,GWTC-5.0,1407102377.2,O4b,unknown,,,,,,,,,0.66,17.0,,,,,,,True
GW240806_043539-v1,GW240806_043539,GWTC-5.0,1406954157.1,O4b,unknown,,,,,,,,,0.89,1.9000000000000001,,,,,,,True
GW240716_034900-v1,GW240716_034900,GWTC-5.0,1405136958.5,O4b,BBH,28.1,66.8,40.3,26.5,63.9,1860.0,0.34,-0.02,0.99,1e-05,-3.3,3.9,-7.8,8.8,-930.0,1390.0,True
GW240705_053215-v1,GW240705_053215,GWTC-5.0,1404192753.9,O4b,BBH,34.9,81.9,47.1,35.3,78.2,3700.0,0.61,-0.03,0.99,1e-05,-3.6,5.7,-8.1,12.8,-1600.0,1400.0,True
GW240703_191355-v1,GW240703_191355,GWTC-5.0,1404069253.3,O4b,BBH,26.2,61.2,34.4,26.4,58.3,1880.0,0.34,0.05,0.99,1e-05,-4.0,3.8,-9.3,8.6,-860.0,1540.0,True
GW240701_203807-v1,GW240701_203807,GWTC-5.0,1403901505.2,O4b,unknown,,,,,,,,,0.55,8.6,,,,,,,True
GW240701_013826-v1,GW240701_013826,GWTC-5.0,1403833124.0,O4b,unknown,,,,,,,,,0.64,2.5,,,,,,,True
GW240701_011640-v1,GW240701_011640,GWTC-5.0,1403831818.5,O4b,unknown,,,,,,,,,0.51,12.0,,,,,,,True
GW240630_212937-v1,GW240630_212937,GWTC-5.0,1403818195.4,O4b,unknown,,,,,,,,,0.75,4.9,,,,,,,True
GW240630_115348-v1,GW240630_115348,GWTC-5.0,1403783646.7,O4b,unknown,,,,,,,,,0.67,6.5,,,,,,,True
GW240630_101703-v1,GW240630_101703,GWTC-5.0,1403777841.4,O4b,BBH,21.4,50.2,28.6,21.6,48.0,3200.0,0.54,-0.04,0.99,1.4999999999999999e-05,-2.5,3.5,-5.8,8.0,-1400.0,1500.0,True
GW240629_145256-v1,GW240629_145256,GWTC-5.0,1403707994.8,O4b,BBH,8.01,18.9,11.1,7.8,18.1,1280.0,0.25,0.04,0.99,1e-05,-0.35,0.61,-1.1,1.8,-500.0,340.0,True
GW240627_131622-v1,GW240627_131622,GWTC-5.0,1403529400.2,O4b,BBH,8.08,20.1,13.2,6.7,19.3,1350.0,0.26,,0.99,0.087,-0.57,0.72,-2.2,3.8,-570.0,620.0,True
GW240625_073331-v1,GW240625_073331,GWTC-5.0,1403336029.0,O4b,unknown,,,,,,,,,0.64,2.5,,,,,,,True
GW240622_004008-v1,GW240622_004008,GWTC-5.0,1403052026.4,O4b,BBH,12.5,30.2,18.6,11.3,28.7,1470.0,0.28,0.25,0.99,1e-05,-0.91,0.98,-2.9,4.5,-530.0,600.0,True
GW240621_214041-v1,GW240621_214041,GWTC-5.0,1403041259.7,O4b,BBH,32.1,76.0,45.0,32.0,73.0,6800.0,1.0,,0.99,0.038,-6.7,10.3,-16.0,24.0,-3400.0,4800.0,True
GW240621_200935-v1,GW240621_200935,GWTC-5.0,1403035793.5,O4b,BBH,31.1,73.0,41.6,31.6,70.0,4800.0,0.75,-0.09,0.99,0.0012,-5.3,7.6,-12.0,17.0,-2400.0,3000.0,True
GW240621_195059-v1,GW240621_195059,GWTC-5.0,1403034677.4,O4b,BBH,28.4,66.0,36.8,29.7,62.9,1210.0,0.23,,0.99,1e-05,-1.4,2.2,-2.8,4.6,-430.0,260.0,True
GW240621_103457-v1,GW240621_103457,GWTC-5.0,1403001315.5,O4b,unknown,,,,,,,,,0.51,10.0,,,,,,,True
GW240620_094631-v1,GW240620_094631,GWTC-5.0,1402912009.7,O4b,unknown,,,,,,,,,0.68,2.1,,,,,,,True
GW240619_212357-v1,GW240619_212357,GWTC-5.0,1402867455.4,O4b,unknown,,,,,,,,,0.51,10.0,,,,,,,True
GW240619_044535-v1,GW240619_044535,GWTC-5.0,1402807553.5,O4b,unknown,,,,,,,,,0.75,5.1,,,,,,,True
GW240618_071627-v1,GW240618_071627,GWTC-5.0,1402730205.2,O4b,BBH,43.0,105.0,65.0,40.0,101.0,5500.0,0.84,,0.98,0.16,-10.0,13.0,-24.0,30.0,-2900.0,5100.0,True
GW240615_160735-v1,GW240615_160735,GWTC-5.0,1402502873.4,O4b,BBH,20.4,48.5,28.5,20.0,45.9,4000.0,0.65,0.28,0.99,2.7999999999999996e-05,-2.4,4.0,-5.9,8.5,-1900.0,1900.0,True
GW240615_113620-v1,GW240615_113620,GWTC-5.0,1402486598.7,O4b,BBH,25.9,60.4,34.0,26.4,57.8,1560.0,0.29,-0.07,0.99,1e-05,-1.2,1.7,-2.5,3.5,-450.0,290.0,True
GW240613_011503-v1,GW240613_011503,GWTC-5.0,1402276521.5,O4b,unknown,,,,,,,,,0.74,3.7000000000000006,,,,,,,True
GW240612_081540-v1,GW240612_081540,GWTC-5.0,1402215358.7,O4b,BBH,38.5,92.0,55.0,38.0,88.0,6200.0,0.93,0.07,0.92,0.56,-8.5,12.2,-18.0,27.0,-3100.0,4100.0,True
GW240611_214835-v1,GW240611_214835,GWTC-5.0,1402177733.7,O4b,unknown,,,,,,,,,0.61,1.7,,,,,,,True
GW240601_231004-v1,GW240601_231004,GWTC-5.0,1401318622.0,O4b,BBH,7.8,18.6,10.6,7.7,17.7,1270.0,0.25,0.09,0.99,2.6000000000000002e-05,-0.51,0.65,-1.5,2.4,-540.0,530.0,True
GW240601_061200-v1,GW240601_061200,GWTC-5.0,1401257538.3,O4b,BBH,35.3,85.0,52.0,32.0,82.0,5100.0,0.79,-0.08,0.99,0.082,-7.9,9.7,-20.0,23.0,-2600.0,4400.0,True
GW240531_075248-v1,GW240531_075248,GWTC-5.0,1401177186.5,O4b,BBH,23.4,55.6,33.0,22.6,53.1,4100.0,0.67,0.04,0.99,0.0039,-3.8,5.6,-9.1,13.0,-2200.0,2800.0,True
GW240531_040326-v1,GW240531_040326,GWTC-5.0,1401163424.6,O4b,BBH,14.4,34.0,19.5,14.3,32.3,3000.0,0.52,0.14,0.95,0.8700000000000001,-1.8,2.6,-4.3,6.4,-1500.0,1600.0,True
GW240530_012417-v1,GW240530_012417,GWTC-5.0,1401067476.0,O4b,BBH,9.26,22.6,14.1,8.3,21.6,1010.0,0.2,0.04,0.99,1e-05,-0.75,0.78,-2.4,5.4,-500.0,630.0,True
GW240527_230910-v1,GW240527_230910,GWTC-5.0,1400886568.4,O4b,BBH,14.07,37.5,27.6,10.0,36.4,1190.0,0.23,-0.03,0.99,1.3999999999999998e-05,-0.63,0.76,-5.1,7.0,-320.0,320.0,True
GW240527_183429-v1,GW240527_183429,GWTC-5.0,1400870087.1,O4b,BBH,34.5,84.0,52.0,33.0,80.0,6400.0,0.96,0.31,0.99,0.00017,-6.7,10.8,-13.0,22.0,-3100.0,3500.0,True
GW240527_150907-v1,GW240527_150907,GWTC-5.0,1400857765.4,O4b,unknown,,,,,,,,,0.81,2.2,,,,,,,True
GW240526_093944-v1,GW240526_093944,GWTC-5.0,1400751602.7,O4b,BBH,9.5,23.2,14.5,8.4,22.1,1940.0,0.35,0.22,0.97,0.14,-1.0,1.3,-3.2,4.3,-940.0,1100.0,True
GW240525_201644-v1,GW240525_201644,GWTC-5.0,1400703422.1,O4b,unknown,,,,,,,,,0.81,2.3,,,,,,,True
GW240525_031210-v1,GW240525_031210,GWTC-5.0,1400641948.6,O4b,BBH,22.1,52.8,31.1,21.4,50.2,4500.0,0.72,0.17,0.97,0.29,-3.8,5.2,-9.2,12.4,-2200.0,3000.0,True
